,ftarget_Hz,Arange,Brange,timebase,dt_ns,fs_Hz,bw_Hz,samples,fmeas_Hz,a_Vpk,a_deg,b_Vpk,z_ohm,z_deg,b_deg,sigma_f_Hz,sigma_a_Vpk,sigma_b_Vpk,sigma_z_ohm,sigma_z_deg,a_adc_lsb_v,b_adc_lsb_v,max_a_dc,max_b_dc,Z,a_corr_Vpk,a_corr_deg,Z_corr,Zsl,Zsol
17,1216.1757862173502,50 mV,50 mV,12,40960.0,24414.0625,182.4263679326025,2048,1216.180389869486,0.3945764523077651,-81.71641866550301,0.2912063694113508,9.044637135611405,-16.033306264603507,-85.98823214666055,3.4412766291071715,8.596348911612867e-05,7.469636692989595e-05,0.009047767549225,0.055415482578311,1.5259254737998596e-06,1.5259254737998596e-06,0.000443829729606,0.0004137210145687,(8.692769487462472-2.4981107422886613j),0.39405067368048713,-81.95536147545094,(8.797047578881472-2.3932151941018063j),(8.7897035082367-2.3940004613327j),(8.797612090910421-2.426084291480107j)
18,1230.2578303022854,50 mV,50 mV,12,40960.0,24414.0625,184.5386745453428,2048,1230.2606861380234,0.3932012670411193,-81.7381461051303,0.2893372546391835,8.990944284906913,-14.533736016163363,-85.6305941669025,3.4412763277867127,9.58708840818705e-05,8.859575289024237e-05,0.0094527229091861,0.0559940845604739,1.5259254737998596e-06,1.5259254737998596e-06,0.0009466698583941,0.0006846025894001,(8.703264982081508-2.256354614631858j),0.39264911059050606,-81.97371538515142,(8.80312987781697-2.1505939975944357j),(8.795682414026446-2.151347179168505j),(8.808035616916994-2.182303027586069j)
19,1244.5029297348594,50 mV,50 mV,12,40960.0,24414.0625,186.6754394602289,2048,1244.5035272314103,0.3921766328432663,-81.8757969883373,0.2878630952550767,8.949588225515075,-13.003663822722835,-85.37256996844327,3.4412762264391,9.038568542756004e-05,8.795426890942804e-05,0.0088681575638811,0.060695501446231,1.5259254737998596e-06,1.5259254737998596e-06,0.0014318664738914,0.0011847455257003,(8.720028851059892-2.0136531045239847j),0.3916013728643645,-82.11236118831879,(8.816352157900823-1.9043376202361548j),(8.808789694399357-1.9051401377636552j),(8.824137647330417-1.9356291312989422j)
20,1258.9129725255211,50 mV,50 mV,12,40960.0,24414.0625,188.83694587882815,2048,1258.9109880124054,0.3917370127693073,-80.73831117997504,0.2870272666591059,8.926904351863406,-11.497072280087997,-83.8377436420829,3.441276416578884,8.90299866903071e-05,9.190490793715228e-05,0.0096939167190225,0.0699191967096191,1.5259254737998596e-06,1.5259254737998596e-06,0.0014936187704092,0.0012309479859691,(8.747806425102711-1.7792525913314372j),0.3911465207192744,-80.97749715988873,(8.840471194467565-1.665028053074765j),(8.83295779305008-1.665868058802427j),(8.848803056349057-1.695948527713102j)
21,1273.4898685459068,50 mV,50 mV,12,40960.0,24414.0625,191.023480281886,2048,1273.485566005202,0.3912537736617283,-80.08943490514321,0.2863176802847348,8.917935689151793,-9.992175831773478,-82.78663818186139,3.441276279667376,9.069626595579416e-05,9.096732322009468e-05,0.0093575035684474,0.0557690867721965,1.5259254737998596e-06,1.5259254737998596e-06,0.0008187543870357,0.0007464591972296,(8.782737135555013-1.5473613428118393j),0.3906796153306948,-80.3251093352526,(8.86816323643443-1.4307499252584344j),(8.860812893247433-1.4316300210585684j),(8.876773519454368-1.4599352809016588j)
22,1288.235549781973,50 mV,50 mV,12,40960.0,24414.0625,193.235332467296,2048,1288.2396271654377,0.3917735887873312,-81.06304109527873,0.2865763479587146,8.93125290414092,-8.516654446957899,-83.36070758135276,3.441276548737348,8.31826733695059e-05,7.77300537344384e-05,0.0085163710339395,0.0594920715959035,1.5259254737998596e-06,1.5259254737998596e-06,0.00045044604709,0.0005503688328768,(8.83264499788752-1.3227318676401296j),0.39115676869720506,-81.29862666528005,(8.91649942980813-1.2029216372306213j),(8.909120125307044-1.203809740867358j),(8.929233700592889-1.2317025105672916j)
23,1303.15197059005,50 mV,50 mV,12,40960.0,24414.0625,195.4727955885075,2048,1303.1534610907677,0.3926677056479084,-81.73472669921242,0.2872110974140354,8.951541649748446,-7.065132400908969,-83.63825113831,3.441276200455757,8.165356227086486e-05,9.797991685395874e-05,0.0097831869472255,0.0567439823139777,1.5259254737998596e-06,1.5259254737998596e-06,0.0011980899227881,0.0009599919030579,(8.883520171282845-1.1009958460920826j),0.39203413241455465,-81.97182215917091,(8.963826562505798-0.9764522840529283j),(8.956377486397777-0.9773881770720365j),(8.978209827001644-1.0045786136804373j)
24,1318.2411079558713,50 mV,50 mV,12,40960.0,24414.0625,197.73616619338068,2048,1318.2395503254393,0.3935931246845229,-80.22177774132778,0.2880638514577811,8.990130333599648,-5.627284177169531,-81.73379430508605,3.441276114376861,0.0001019973912096,8.623749199180947e-05,0.0105924521560472,0.0583119202570921,1.5259254737998596e-06,1.5259254737998596e-06,0.0014825915746024,0.0012045646749206,(8.946802961552647-0.8816379841027439j),0.3929312571455684,-80.45851041132885,(9.024451101511671-0.7532662159831552j),(9.01706027555084-0.7541516372606928j),(9.039323563271289-0.7795846631136896j)
25,1333.5049617566017,50 mV,50 mV,12,40960.0,24414.0625,200.02574426349025,2048,1333.4999497970553,0.3948348764389247,-81.0594465126437,0.2893602093929087,9.04902551426276,-4.2293944356328845,-82.19064505699407,3.441276418305006,8.18375925843611e-05,8.944286622837511e-05,0.0095264048038244,0.0559937503805709,1.5259254737998596e-06,1.5259254737998596e-06,0.0007349476989043,0.0006185437258713,(9.024503589747257-0.6674144619005934j),0.3941237542824162,-81.2929134326958,(9.101358334112726-0.5367046455731506j),(9.094050871493035-0.5375639664602804j),(9.119649129126481-0.5624670283976091j)
26,1348.9455550258876,50 mV,50 mV,12,40960.0,24414.0625,202.34183325388315,2048,1348.9490776623495,0.3968294614053387,-80.09842146652677,0.2913700085865108,9.12297307586522,-2.883597528641329,-80.86512117249822,3.441276449543029,8.089155201735249e-05,7.203342014678163e-05,0.0088850988893319,0.0639253852483905,1.5259254737998596e-06,1.5259254737998596e-06,0.0007084824289681,0.0006999810570657,(9.111500233569453-0.45892775276507397j),0.3961009838750171,-80.33420453652357,(9.185262965579403-0.32195144309775925j),(9.177949410733925-0.32292232378920344j),(9.205620062323952-0.34794843683749366j)
27,1364.5649342219956,50 mV,50 mV,12,40960.0,24414.0625,204.68474013329933,2048,1364.5648714532072,0.3992198292564382,-80.6212880070415,0.2939009413154236,9.220346119616362,-1.5978063250787156,-81.04295120651837,3.441276212844345,8.710604388897147e-05,0.0001097580969209,0.0111153480070886,0.0638122949441418,1.5259254737998596e-06,1.5259254737998596e-06,0.0016259451200903,0.0013058733109912,(9.21692374170114-0.2571435077109056j),0.39848211345186835,-80.85514287704827,(9.286952483328575-0.11599222520943285j),(9.279616038731193-0.11696489762253495j),(9.30969678002618-0.14048282330014178j)
28,1380.365169499035,50 mV,50 mV,12,40960.0,24414.0625,207.0547754248552,2048,1380.361457826182,0.4024734234222308,-80.15965851894829,0.2972164408470749,9.332629780857332,-0.4026240546882516,-80.2651888169555,3.4412763217197724,9.608631601247732e-05,8.231105135690334e-05,0.0096858043669852,0.0616503052440157,1.5259254737998596e-06,1.5259254737998596e-06,0.0010767907689138,0.0007506241988891,(9.332280707938631-0.06572508991353446j),0.4017008227060939,-80.39399535895765,(9.401081827389419+0.08125466768266512j),(9.393769081379201+0.08027377641575026j),(9.42577162115579+0.057071919012920705j)
29,1396.3483549813352,50 mV,50 mV,12,40960.0,24414.0625,209.45225324720028,2048,1396.3522075436747,0.4050779414515164,-80.07553918069502,0.3001411922678514,9.452833037794123,0.6667362605245425,-79.9025509080849,3.4412765706935278,9.673498216774867e-05,9.412595559737812e-05,0.0109041048658654,0.0595149950374153,1.5259254737998596e-06,1.5259254737998596e-06,0.0007503857730338,0.0005657622021584,(9.45216409112242+0.11016490175985175j),0.4042837830365132,-80.31017522069466,(9.519043263074662+0.26292246538628783j),(9.511767662713382+0.26192935518353j),(9.547893944107058+0.23936447825548726j)
30,1412.5166090410007,50 mV,50 mV,12,40960.0,24414.0625,211.8774913561501,2048,1412.5164476276989,0.408987125069208,-79.80865560316828,0.3041218458308639,9.582004728127416,1.7151488229778005,-79.36870378475192,3.4412761632207656,8.1033946185543e-05,0.0001107388461551,0.0135515341862601,0.067149279390322,1.5259254737998596e-06,1.5259254737998596e-06,0.0016413831942197,0.0012948535659924,(9.577695724844592+0.2868580939442778j),0.4081798081247678,-80.04070801316766,(9.641738693840324+0.44369870532131434j),(9.634267615378585+0.4426267543927491j),(9.672298220289495+0.42062466765389694j)
31,1428.8720745786657,50 mV,50 mV,12,40960.0,24414.0625,214.33081118679985,2048,1428.8676833993975,0.4121548089436329,-79.87068880919179,0.3076391092798282,9.721095514506692,2.603955505969574,-79.21005964955593,3.441276305747815,9.934436875632424e-05,8.177453527752868e-05,0.0107110502266499,0.0628441617063535,1.5259254737998596e-06,1.5259254737998596e-06,0.0007305368205816,0.0006228949977301,(9.710936232917158+0.44165106431396267j),0.4112852890874213,-80.10249478919813,(9.77742630423987+0.604588655442388j),(9.77015294423407+0.6035678284356342j),(9.812198332772288+0.583285042952577j)
32,1445.416919307513,50 mV,50 mV,12,40960.0,24414.0625,216.81253789612688,2048,1445.4194928063089,0.4165324094453189,-80.82222033036959,0.3122417256352847,9.881550524252871,3.4617322785295856,-79.95471116815621,3.441276253350886,8.702281905044412e-05,8.079128402314228e-05,0.0095154578405213,0.0532772672665489,1.5259254737998596e-06,1.5259254737998596e-06,0.001096639721366,0.0008874210333567,(9.863755517574607+0.5967319469314548j),0.41562818503335613,-81.05295666032644,(9.9302014427689+0.7657207833766284j),(9.922944047722831+0.7646950489894323j),(9.969450873950915+0.7450764897472067j)
33,1462.1533360405815,50 mV,50 mV,12,40960.0,24414.0625,219.32300040608723,2048,1462.151096936169,0.4204550796879622,-79.77148859469061,0.316528021030414,10.046062628183345,4.176936120315232,-78.73784567017219,3.4412763147929235,8.240258633762814e-05,8.909678373961695e-05,0.0111567344118617,0.0584917602878705,1.5259254737998596e-06,1.5259254737998596e-06,0.0013326217116306,0.0010745853297524,(10.01945344121592+0.7317207137373066j),0.419563340846737,-79.99987599469192,(10.082162575756925+0.905120381922377j),(10.074951307318981+0.9039985490128394j),(10.122062295142843+0.887748131131935j)
34,1479.08354298139,50 mV,50 mV,12,40960.0,24414.0625,221.8625314472085,2048,1479.088181580727,0.4247930953287165,-79.91970307870764,0.3211394074838882,10.212526108291303,4.809079470645224,-78.74478953373193,3.441276472748425,7.963253465933708e-05,7.70224980383671e-05,0.0107322379605025,0.0593184236740173,1.5259254737998596e-06,1.5259254737998596e-06,0.0006004159100619,0.0005963477689062,(10.17669123488226+0.8559068188308533j),0.4238942280358275,-80.14863879870704,(10.237397636416937+1.0359465515073882j),(10.230080361553712+1.0349312128160308j),(10.278316069598558+1.0167207038183022j)
35,1496.209784017933,50 mV,50 mV,12,40960.0,24414.0625,224.43146760269,2048,1496.2094190473622,0.429228070855935,-78.77955601710842,0.3259402108958671,10.395032981418051,5.352314118410755,-77.48916756288534,3.4412761631679705,9.029974253688382e-05,9.156877364153414e-05,0.0114259380333776,0.0660373848028525,1.5259254737998596e-06,1.5259254737998596e-06,0.0014936187704092,0.0013454371013519,(10.349903233963698+0.9696035091578542j),0.42829475313368554,-79.01228123710546,(10.411247059203411+1.1596834678373167j),(10.403764886832382+1.158585124548592j),(10.450558020060654+1.1373918343920344j)
36,1513.5343290200883,50 mV,50 mV,12,40960.0,24414.0625,227.03014935301323,2048,1513.5288974156128,0.4339583551678097,-79.87955195327532,0.3310078941013761,10.58513756525448,5.8108748786082645,-78.4979434350232,3.4412763544094784,9.24127817811966e-05,9.253128304813435e-05,0.0113480181097121,0.0571976022985932,1.5259254737998596e-06,1.5259254737998596e-06,0.0004614732428968,0.0004930646687215,(10.530603118432797+1.0715829985883534j),0.43298696360818567,-80.10940492327627,(10.594330295559633+1.2670892324163443j),(10.587044333689045+1.2659284063284226j),(10.63703854801939+1.2477786014501078j)
37,1531.0594741404457,50 mV,50 mV,11,20480.0,48828.125,229.65892112106684,2048,1531.0663513099971,0.4402350979832473,-84.92274534608002,0.3373789073104691,10.792641139277736,6.187897629846268,-83.47317338716876,6.8825526008883005,9.620572331554397e-05,7.742058302298678e-05,0.0109548941549737,0.0624998421705749,1.5259254737998596e-06,1.5259254737998596e-06,0.0014693589396343,0.0012838338209936,(10.729804313157054+1.1633546211068406j),0.439219936447908,-85.153427786071,(10.796182206708846+1.367809861335655j),(10.788916723098918+1.3666471216912588j),(10.845713003524583+1.3493038421513885j)
38,1548.7875421186482,50 mV,50 mV,11,20480.0,48828.125,232.3181313177972,2048,1548.7772166224595,0.4446374583162514,-84.26777031910999,0.3421789406314879,10.98373919686,6.476285853083148,-82.77128837673777,6.8825528347839136,8.442045800276993e-05,9.588753525110456e-05,0.0130202134112603,0.0613223935557896,1.5259254737998596e-06,1.5259254737998596e-06,0.0006445246932889,0.0007352531820314,(10.91375043961877+1.2387245840270078j),0.44361245292772783,-84.49731534909682,(10.980398207914272+1.4493131815384148j),(10.973156037603923+1.4481655546749628j),(11.031735119419423+1.4299032012221256j)
39,1566.7208825892317,50 mV,50 mV,11,20480.0,48828.125,235.0081323883847,2048,1566.715661202225,0.4492710054202556,-84.38179946641766,0.3471091026925447,11.170341912622142,6.696721255266638,-82.85432429306975,6.882552344869403,9.693155769461856e-05,8.563965701613068e-05,0.0122867798104941,0.058258173541446,1.5259254737998596e-06,1.5259254737998596e-06,0.001881776062807,0.0014996762772949,(11.094176979961341+1.3025481296589363j),0.4482146614763879,-84.60935547646322,(11.163853607186605+1.5188802280700153j),(11.156545338599924+1.5176397156670798j),(11.213221843622225+1.499765865778157j)
40,1584.861872393042,50 mV,50 mV,11,20480.0,48828.125,237.7292808589563,2048,1584.8625303701392,0.4535981875817381,-84.87728055268241,0.3517605806133347,11.353070663685738,6.857556487059935,-83.33263718244096,6.882552193150002,9.119734614784392e-05,9.934381290450544e-05,0.0133632976354586,0.0719799403814604,1.5259254737998596e-06,1.5259254737998596e-06,0.0026933776741843,0.0022421194890247,(11.271744441022152+1.3555349713072764j),0.45251194668919714,-85.10309493264899,(11.344746668347874+1.5776108658967267j),(11.33725800968299+1.5763555923748422j),(11.398574678486593+1.5594858900578925j)
41,1603.2129158922628,50 mV,50 mV,11,20480.0,48828.125,240.4819373838394,2048,1603.2189588546526,0.4578244810881785,-84.73943832844866,0.3562285943307262,11.522357120607095,6.9584616255502585,-83.19005019470129,6.882552250714626,8.06565200895256e-05,7.898544368886851e-05,0.0111607815126946,0.0602350961617506,1.5259254737998596e-06,1.5259254737998596e-06,0.0016568212683492,0.0014181495364047,(11.437527726926628+1.395904876309904j),0.45673024642909815,-84.96369152845782,(11.511757923061705+1.6227388134670127j),(11.504477214412267+1.621510115724917j),(11.563516277651768+1.6028823624367303j)
42,1621.7764452890726,50 mV,50 mV,11,20480.0,48828.125,243.26646679336088,2048,1621.7877329178978,0.4616887693123291,-85.20078343934853,0.360364472339439,11.683997831059973,7.126502861408914,-83.63100137891048,6.8825530227652605,7.826414103692443e-05,7.439456657154762e-05,0.0091412756921635,0.0563042442938262,1.5259254737998596e-06,1.5259254737998596e-06,0.0010922288430433,0.001085672132023,(11.593614425436618+1.4496403369636506j),0.46056996839046893,-85.42563515934049,(11.669952373863516+1.6835869791144544j),(11.66267606196851+1.682390111697303j),(11.72409552816917+1.664019573197742j)
43,1640.5549209480089,50 mV,50 mV,11,20480.0,48828.125,246.0832381422013,2048,1640.5472304775096,0.4660298187153458,-83.57360990868699,0.3648462177229279,11.843507745715254,7.21385509470987,-82.00154688998228,6.882552579650285,9.493050177011644e-05,9.043137318677262e-05,0.0122071347937425,0.0574616177075064,1.5259254737998596e-06,1.5259254737998596e-06,0.0014847970137638,0.0014622508688238,(11.749922652554009+1.4872532990679832j),0.46488191399682227,-83.79794056868843,(11.82962177735222+1.7272661709147177j),(11.822307852862767+1.725971471581656j),(11.887612157294571+1.7087654848541844j)
44,1659.5508317220624,50 mV,50 mV,11,20480.0,48828.125,248.93262475830932,2048,1659.5483250688671,0.4705677319931077,-84.38004551942916,0.3696674569696572,12.031189007065734,7.329574370992911,-82.80246528968124,6.882552183671799,9.658150256078716e-05,0.0001017662260017,0.0129317080126458,0.0675679726553394,1.5259254737998596e-06,1.5259254737998596e-06,0.0030815349665822,0.0026384950226218,(11.932898368585485+1.5348221776739002j),0.4693723349189561,-84.60151475947104,(12.018802704486676+1.780411272433572j),(12.011556864161902+1.779221413479547j),(12.0791113369319+1.7631979425658229j)
45,1678.7666952825348,50 mV,50 mV,11,20480.0,48828.125,251.8150042923802,2048,1678.7678992440956,0.4751351369680769,-84.62239965782058,0.3745840992321407,12.232269755239928,7.374576100507977,-83.05576615528095,6.882552091545102,8.779206121439911e-05,9.386783430420308e-05,0.0136909300688744,0.0644763632291576,1.5259254737998596e-06,1.5259254737998596e-06,0.0024684228797265,0.0019556806271362,(12.131139025121104+1.5699672812002183j),0.47393613258719186,-84.84529267782561,(12.217791391947625+1.824283112107758j),(12.210486245413717+1.822987980818974j),(12.277267557942725+1.8024244679036054j)
46,1698.2050584527292,50 mV,50 mV,11,20480.0,48828.125,254.73075876790935,2048,1698.2116678530635,0.4797363482287624,-84.36753716924443,0.379486592895661,12.43009347633508,7.339595226125581,-82.82777990098859,6.882552388608998,8.277472264902927e-05,7.83899107163576e-05,0.014968844893713,0.0656475580364305,1.5259254737998596e-06,1.5259254737998596e-06,0.0013612924207281,0.001248546794412,(12.328270609746406+1.5879977757087431j),0.47850538462313597,-84.59077564916859,(12.419956414953905+1.8507338421502104j),(12.412712359879615+1.8494314908251135j),(12.485237513807718+1.8295360764310364j)
